NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Alabama,4876250.0,39.0,37.5,40.5,3320247.0,1299048.0,25565.0,66270.0,208626.0,50536.0,27928.0,795989.0,2242785.0,2229479.0,2097384.0,132095.0,142700.0,792.0,1867893.0,387133.0,529178.0,230528.0,50270.0,35796.0,2073072.0,6927.0,4797215.0,2303075.0,177643.0,1867893.0,1227508.0,640385.0,01,2019-12-31
Alaska,737068.0,34.3,33.8,34.9,476015.0,24205.0,109751.0,45920.0,51870.0,77640.0,36787.0,76933.0,392338.0,374582.0,347774.0,26808.0,270400.0,1244.0,253346.0,63555.0,88058.0,37958.0,10373.0,5630.0,356400.0,4640.0,712356.0,364368.0,32384.0,253346.0,166325.0,87021.0,02,2019-12-31
Arizona,7050299.0,37.7,36.3,39.0,5444453.0,317462.0,317414.0,233213.0,2208663.0,58945.0,30694.0,1043764.0,3346155.0,3326563.0,3130658.0,195905.0,225500.0,1052.0,2571268.0,432018.0,869452.0,378467.0,86371.0,60236.0,3094170.0,55922.0,6941028.0,3412752.0,262724.0,2571268.0,1679198.0,892070.0,04,2019-12-31
Arkansas,2999370.0,38.1,36.8,39.5,2301044.0,459542.0,20434.0,45504.0,224130.0,47597.0,26577.0,496260.0,1378722.0,1373971.0,1303490.0,70481.0,127800.0,745.0,1158071.0,212210.0,297250.0,119000.0,27707.0,19279.0,1287774.0,4579.0,2945234.0,1434920.0,115831.0,1158071.0,765440.0,392631.0,05,2019-12-31
California,39283497.0,36.5,35.4,37.7,23453222.0,2274108.0,303998.0,5692423.0,15327688.0,75235.0,36955.0,5149742.0,19921547.0,19790474.0,18591241.0,1199233.0,505000.0,1503.0,13044266.0,1131710.0,5603047.0,2294771.0,645797.0,437111.0,18191555.0,923834.0,38787337.0,19138665.0,1498422.0,13044266.0,8958436.0,4085830.0,06,2019-12-31
Colorado,5610349.0,36.7,35.8,37.8,4712574.0,233647.0,54847.0,178147.0,1208172.0,72331.0,38226.0,565873.0,3069631.0,3035960.0,2904589.0,131371.0,343300.0,1271.0,2148994.0,237481.0,981017.0,428252.0,90525.0,65340.0,2886239.0,87734.0,5516337.0,2751113.0,205686.0,2148994.0,1369378.0,779616.0,08,2019-12-31
Delaware,957248.0,40.6,38.8,42.4,658237.0,212302.0,3729.0,37009.0,88364.0,68287.0,35450.0,109400.0,485533.0,482101.0,455620.0,26481.0,251100.0,1130.0,363322.0,69873.0,124632.0,64883.0,12849.0,11774.0,450308.0,11458.0,942219.0,451954.0,32683.0,363322.0,240038.0,123284.0,10,2019-12-31
District of Columbia,692683.0,34.0,33.9,34.2,285857.0,320811.0,2091.0,27592.0,76191.0,86420.0,56147.0,107140.0,407904.0,404838.0,376871.0,27967.0,601500.0,1541.0,284386.0,30790.0,122380.0,104526.0,41447.0,20906.0,373844.0,129713.0,682728.0,321051.0,26974.0,284386.0,123683.0,160703.0,11,2019-12-31
Connecticut,3575074.0,41.0,39.2,42.7,2714031.0,383416.0,9955.0,161257.0,574240.0,78444.0,44496.0,344146.0,1940825.0,1932092.0,1815636.0,116456.0,275400.0,1180.0,1370746.0,145883.0,541380.0,315473.0,76404.0,42208.0,1786592.0,83525.0,3524580.0,1711470.0,112990.0,1370746.0,893438.0,477308.0,09,2019-12-31
Florida,20901636.0,42.0,40.5,43.6,15702256.0,3359031.0,59320.0,571276.0,5346684.0,55660.0,31619.0,2870487.0,10116026.0,10056801.0,9495353.0,561448.0,215300.0,1175.0,7736311.0,1711848.0,2827938.0,1138820.0,328745.0,176198.0,9383111.0,170350.0,20588432.0,9982245.0,688488.0,7736311.0,4996650.0,2739661.0,12,2019-12-31
Georgia,10403847.0,36.7,35.4,38.0,6098889.0,3289020.0,37440.0,414481.0,992394.0,58700.0,31067.0,1528558.0,5174538.0,5125182.0,4834622.0,290560.0,176000.0,1006.0,3758798.0,524679.0,1324801.0,590536.0,149171.0,93108.0,4781201.0,100374.0,10213659.0,4910068.0,402045.0,3758798.0,2524982.0,1233816.0,13,2019-12-31
Idaho,1717750.0,36.4,35.6,37.2,1545409.0,11918.0,23136.0,24287.0,215476.0,55785.0,27970.0,221256.0,832286.0,828116.0,792237.0,35879.0,212300.0,853.0,630008.0,93586.0,207179.0,69784.0,16921.0,13653.0,781670.0,5681.0,1696068.0,845093.0,70310.0,630008.0,425705.0,204303.0,16,2019-12-31
Hawaii,1422094.0,39.1,37.6,40.6,354847.0,26025.0,3710.0,537355.0,149118.0,81275.0,35567.0,130649.0,752064.0,710527.0,680258.0,30269.0,615300.0,1617.0,459424.0,83250.0,215777.0,74614.0,22900.0,14175.0,704850.0,43590.0,1369339.0,670098.0,54951.0,459424.0,319348.0,140076.0,15,2019-12-31
Illinois,12770631.0,38.1,36.8,39.4,9134903.0,1813590.0,33460.0,698524.0,2186387.0,65886.0,36038.0,1557873.0,6663517.0,6645843.0,6250862.0,394981.0,194500.0,1010.0,4846134.0,514181.0,1831438.0,862440.0,199455.0,116692.0,6151965.0,581552.0,12591483.0,6152796.0,469710.0,4846134.0,3109762.0,1736372.0,17,2019-12-31
Indiana,6665703.0,37.7,36.4,39.0,5553391.0,626587.0,15782.0,151979.0,461850.0,56303.0,29777.0,867996.0,3367521.0,3363860.0,3202509.0,161351.0,141700.0,826.0,2570419.0,316129.0,749078.0,311229.0,64915.0,46934.0,3146465.0,31236.0,6566575.0,3220574.0,256643.0,2570419.0,1663199.0,907220.0,18,2019-12-31
Iowa,3139508.0,38.2,37.0,39.4,2826070.0,116359.0,11976.0,75741.0,188311.0,60523.0,32176.0,348122.0,1678141.0,1676475.0,1613902.0,62573.0,147800.0,789.0,1265473.0,131614.0,403801.0,135213.0,34033.0,24784.0,1587322.0,17109.0,3096125.0,1533989.0,121106.0,1265473.0,802826.0,462647.0,19,2019-12-31
Kansas,2910652.0,36.7,35.4,38.0,2455935.0,170291.0,24010.0,85794.0,345680.0,59597.0,31814.0,337739.0,1519790.0,1501455.0,1440453.0,61002.0,151900.0,850.0,1129227.0,144070.0,400938.0,173172.0,37218.0,23742.0,1435438.0,6908.0,2851091.0,1408088.0,116863.0,1129227.0,731014.0,398213.0,20,2019-12-31
Kentucky,4449052.0,38.9,37.5,40.3,3868479.0,358928.0,9386.0,65191.0,162994.0,50589.0,28178.0,747010.0,2109169.0,2095422.0,1978477.0,116945.0,141000.0,763.0,1734618.0,249331.0,428846.0,216508.0,55258.0,30470.0,1949184.0,19887.0,4366510.0,2133721.0,169010.0,1734618.0,1135835.0,598783.0,21,2019-12-31
Louisiana,4664362.0,36.9,35.6,38.2,2892275.0,1502963.0,26361.0,80806.0,239164.0,49469.0,27923.0,871467.0,2191990.0,2174778.0,2033758.0,141020.0,163100.0,866.0,1739497.0,320421.0,490514.0,180464.0,53075.0,29532.0,2013055.0,24745.0,4558894.0,2195701.0,185839.0,1739497.0,1113121.0,626376.0,22,2019-12-31
Maine,1335492.0,44.7,43.3,46.0,1259522.0,18468.0,8660.0,15109.0,22100.0,57918.0,32637.0,153131.0,701270.0,699339.0,670417.0,28922.0,190400.0,853.0,559921.0,182867.0,194761.0,82129.0,19771.0,13227.0,657018.0,3940.0,1319854.0,644747.0,39934.0,559921.0,347051.0,212870.0,23,2019-12-31
Maryland,6018848.0,38.7,37.2,40.2,3343003.0,1799094.0,16762.0,378126.0,606482.0,84805.0,42122.0,539991.0,3269234.0,3238282.0,3073886.0,164396.0,314800.0,1392.0,2205204.0,243218.0,891511.0,535947.0,126397.0,108869.0,3046449.0,254650.0,5920779.0,2846720.0,222437.0,2205204.0,1468166.0,737038.0,24,2019-12-31
Massachusetts,6850553.0,39.5,37.9,40.9,5348538.0,522357.0,14764.0,452436.0,809179.0,81215.0,43761.0,680962.0,3800931.0,3795730.0,3612375.0,183355.0,381600.0,1282.0,2617497.0,279762.0,1151870.0,656508.0,145317.0,135370.0,3545037.0,368075.0,6777468.0,3280856.0,220097.0,2617497.0,1659300.0,958197.0,25,2019-12-31
Michigan,9965265.0,39.7,38.3,41.1,7813755.0,1374314.0,53316.0,311721.0,507353.0,57144.0,31713.0,1398527.0,4953003.0,4948824.0,4654930.0,293894.0,154900.0,871.0,3935041.0,661157.0,1207829.0,575818.0,120906.0,80617.0,4561536.0,60696.0,9855966.0,4829896.0,349964.0,3935041.0,2517441.0,1417600.0,26,2019-12-31
Minnesota,5563378.0,38.0,37.1,39.0,4609049.0,356515.0,58011.0,268181.0,299556.0,71306.0,37625.0,526065.0,3072244.0,3069730.0,2958615.0,111115.0,223900.0,977.0,2185603.0,252600.0,892893.0,327716.0,83373.0,55185.0,2907476.0,102720.0,5505454.0,2737622.0,217688.0,2185603.0,1401754.0,783849.0,27,2019-12-31
Mississippi,2984418.0,37.5,35.9,38.8,1743217.0,1125623.0,14269.0,29605.0,91202.0,45081.0,24369.0,585786.0,1346678.0,1334957.0,1235224.0,99733.0,119000.0,780.0,1104394.0,218414.0,269736.0,118193.0,27801.0,19423.0,1223551.0,3578.0,2916886.0,1395568.0,114013.0,1104394.0,733981.0,370413.0,28,2019-12-31
Missouri,6104910.0,38.6,37.2,40.1,5015904.0,701334.0,27084.0,120654.0,254791.0,55461.0,30810.0,810045.0,3074639.0,3055789.0,2916000.0,139789.0,157200.0,830.0,2414521.0,375876.0,745843.0,340251.0,74401.0,52067.0,2885039.0,38268.0,5990637.0,2919594.0,226563.0,2414521.0,1544676.0,869845.0,29,2019-12-31
Montana,1050649.0,39.9,38.8,40.9,930204.0,5303.0,66839.0,8259.0,40314.0,54970.0,31151.0,134605.0,536872.0,533842.0,512329.0,21513.0,230600.0,810.0,427871.0,82309.0,155230.0,52801.0,14133.0,9505.0,504672.0,3774.0,1035643.0,518826.0,37821.0,427871.0,263548.0,164323.0,30,2019-12-31
Nebraska,1914571.0,36.5,35.5,37.5,1666871.0,92406.0,17673.0,45655.0,208271.0,61439.0,32302.0,206579.0,1039498.0,1033747.0,999212.0,34535.0,155800.0,833.0,759176.0,78300.0,262614.0,96921.0,22846.0,16844.0,987673.0,6781.0,1884850.0,936638.0,81108.0,759176.0,483908.0,275268.0,31,2019-12-31
Nevada,2972382.0,38.0,37.4,38.7,1949707.0,271005.0,38026.0,242267.0,853041.0,60365.0,31557.0,384690.0,1507387.0,1498994.0,1406568.0,92426.0,267900.0,1107.0,1098602.0,152291.0,330222.0,122034.0,33877.0,19558.0,1388343.0,44126.0,2936475.0,1462919.0,112551.0,1098602.0,698051.0,400551.0,32,2019-12-31
New Hampshire,1348124.0,42.9,41.6,44.2,1252128.0,21546.0,2036.0,36180.0,50493.0,76768.0,40003.0,98682.0,759081.0,757131.0,729701.0,27430.0,261700.0,1111.0,532037.0,102689.0,218013.0,104407.0,19451.0,13866.0,714588.0,6119.0,1331286.0,657423.0,40060.0,532037.0,349667.0,182370.0,33,2019-12-31
New Jersey,8878503.0,39.9,38.4,41.4,6018074.0,1194882.0,19711.0,840168.0,1794736.0,82545.0,42745.0,869081.0,4689849.0,4680584.0,4422491.0,258093.0,335600.0,1334.0,3231874.0,384740.0,1489653.0,690446.0,161719.0,99133.0,4336884.0,505619.0,8773993.0,4264865.0,318361.0,3231874.0,2228108.0,1003766.0,34,2019-12-31
New Mexico,2092454.0,37.8,36.3,39.4,1565366.0,44120.0,199845.0,32577.0,1020817.0,49754.0,27230.0,392065.0,961999.0,952104.0,888646.0,63458.0,171400.0,844.0,780249.0,157671.0,215662.0,117424.0,24942.0,25491.0,886880.0,9654.0,2057086.0,1007899.0,77377.0,780249.0,493262.0,286987.0,35,2019-12-31
New York,19572319.0,38.8,37.3,40.3,12459687.0,3065471.0,79512.0,1647606.0,3720983.0,68486.0,39326.0,2681277.0,10069219.0,10045829.0,9498320.0,547509.0,313700.0,1280.0,7343234.0,979488.0,2799878.0,1575714.0,400322.0,209893.0,9300315.0,2600500.0,19333899.0,9343956.0,702458.0,7343234.0,4632289.0,2710945.0,36,2019-12-31
North Carolina,10264876.0,38.7,37.2,40.2,7049919.0,2200761.0,123952.0,292992.0,962665.0,54602.0,30783.0,1467591.0,5139789.0,5045479.0,4764135.0,281344.0,172500.0,907.0,3965482.0,661607.0,1395214.0,569334.0,121889.0,96416.0,4758740.0,48284.0,10060249.0,4835943.0,369252.0,3965482.0,2595395.0,1370087.0,37,2019-12-31
North Dakota,756717.0,35.1,34.2,36.3,655136.0,21985.0,40006.0,11006.0,28317.0,64894.0,36062.0,78198.0,420291.0,413728.0,402322.0,11406.0,193900.0,826.0,318322.0,54741.0,107938.0,28430.0,7002.0,5387.0,401133.0,2096.0,740206.0,377023.0,32199.0,318322.0,189400.0,128922.0,38,2019-12-31
Ohio,11655397.0,39.4,37.9,40.8,9476047.0,1446193.0,22816.0,258199.0,443415.0,56602.0,31552.0,1588343.0,5918471.0,5909927.0,5595444.0,314483.0,145700.0,808.0,4676358.0,525946.0,1401609.0,628895.0,135452.0,89370.0,5488776.0,86636.0,11482519.0,5604391.0,424737.0,4676358.0,2953180.0,1723178.0,39,2019-12-31
Oklahoma,3932870.0,36.6,35.3,37.8,2844070.0,286356.0,299621.0,85239.0,417906.0,52919.0,28422.0,598373.0,1885928.0,1866957.0,1772123.0,94834.0,136800.0,810.0,1480061.0,251571.0,436601.0,161168.0,37944.0,25796.0,1760495.0,7153.0,3851223.0,1889495.0,160686.0,1480061.0,975594.0,504467.0,40,2019-12-31
Oregon,4129803.0,39.3,38.3,40.3,3480920.0,78679.0,48060.0,180580.0,537217.0,62818.0,33763.0,533527.0,2096692.0,2093602.0,1979043.0,114559.0,312200.0,1110.0,1611982.0,156919.0,603359.0,259292.0,64154.0,49115.0,1940955.0,87483.0,4089521.0,2017219.0,141433.0,1611982.0,1016766.0,595216.0,41,2019-12-31
Pennsylvania,12791530.0,40.8,39.1,42.4,10300602.0,1430664.0,24691.0,436324.0,935216.0,61744.0,34352.0,1539183.0,6553389.0,6546834.0,6199456.0,347378.0,180200.0,938.0,5053106.0,640208.0,1701365.0,794850.0,183587.0,134483.0,6081077.0,340838.0,12587348.0,6130451.0,433066.0,5053106.0,3236352.0,1816754.0,42,2019-12-31
Rhode Island,1057231.0,39.9,38.2,41.5,850597.0,71561.0,5277.0,35958.0,163226.0,67167.0,36121.0,125826.0,567926.0,564333.0,533878.0,30455.0,261900.0,1004.0,410489.0,57846.0,150150.0,72817.0,16444.0,12707.0,522393.0,13195.0,1041575.0,504735.0,34052.0,410489.0,254889.0,155600.0,44,2019-12-31
South Carolina,5020806.0,39.4,37.8,40.9,3372011.0,1344139.0,17645.0,78805.0,285458.0,53199.0,29426.0,741650.0,2447854.0,2415057.0,2275531.0,139526.0,162300.0,894.0,1921862.0,364964.0,614156.0,263830.0,52935.0,38358.0,2264320.0,11901.0,4923262.0,2361267.0,177383.0,1921862.0,1261631.0,660231.0,45,2019-12-31
South Dakota,870638.0,37.0,36.0,38.0,733719.0,17531.0,76190.0,12627.0,33024.0,58275.0,30773.0,110553.0,462290.0,459627.0,443891.0,15736.0,167100.0,747.0,344397.0,47818.0,113870.0,35812.0,9183.0,6215.0,438297.0,2378.0,853256.0,428108.0,37340.0,344397.0,218407.0,125990.0,46,2019-12-31
Tennessee,6709356.0,38.7,37.4,40.0,5205132.0,1124473.0,18189.0,117600.0,364174.0,53320.0,29859.0,996930.0,3301501.0,3282671.0,3109872.0,172799.0,167200.0,869.0,2597292.0,366194.0,789448.0,327379.0,79363.0,57955.0,3066773.0,20774.0,6602261.0,3197172.0,248820.0,2597292.0,1708970.0,888322.0,47,2019-12-31
Texas,28260856.0,34.6,33.7,35.6,20903375.0,3428211.0,141425.0,1357273.0,11116881.0,61874.0,31277.0,4072194.0,14055852.0,13962458.0,13253631.0,708827.0,172500.0,1045.0,9691647.0,1245379.0,3534714.0,1380140.0,297995.0,207827.0,13115511.0,181273.0,27792957.0,13672849.0,1218898.0,9691647.0,6712183.0,2979464.0,48,2019-12-31
Vermont,624313.0,42.9,41.3,44.3,587883.0,8502.0,2132.0,10461.0,12038.0,61973.0,34577.0,65652.0,341932.0,341351.0,329028.0,12323.0,227700.0,985.0,260029.0,74970.0,99016.0,48734.0,11481.0,8252.0,322189.0,4124.0,618266.0,304757.0,18549.0,260029.0,156384.0,103645.0,50,2019-12-31
Utah,3096848.0,30.8,30.2,31.5,2676482.0,36849.0,33721.0,71977.0,434832.0,71621.0,29775.0,298537.0,1557215.0,1552893.0,1497354.0,55539.0,279100.0,1037.0,977313.0,109799.0,410803.0,150432.0,33101.0,26169.0,1479469.0,36030.0,3070877.0,1539686.0,153595.0,977313.0,729183.0,248130.0,49,2019-12-31
Virginia,8454463.0,38.2,37.0,39.5,5717617.0,1621592.0,23873.0,541133.0,792001.0,74222.0,39278.0,865691.0,4477253.0,4356868.0,4156018.0,200850.0,273100.0,1234.0,3151045.0,362987.0,1272608.0,711810.0,147534.0,108408.0,4197562.0,184534.0,8234323.0,3987226.0,311800.0,3151045.0,2091934.0,1059111.0,51,2019-12-31
Washington,7404107.0,37.7,36.6,38.8,5581128.0,281683.0,94449.0,631333.0,937579.0,73775.0,38915.0,785244.0,3834480.0,3781609.0,3594279.0,187330.0,339000.0,1258.0,2848396.0,258132.0,1144545.0,497712.0,113613.0,81742.0,3568208.0,235737.0,7293096.0,3619277.0,281613.0,2848396.0,1841954.0,1006442.0,53,2019-12-31
West Virginia,1817305.0,42.5,41.2,43.9,1691600.0,66990.0,3667.0,14523.0,28368.0,46711.0,26480.0,310044.0,794126.0,792820.0,740910.0,51910.0,119600.0,725.0,732585.0,159597.0,159196.0,77953.0,16224.0,12025.0,726514.0,6362.0,1788475.0,879817.0,59825.0,732585.0,473856.0,258729.0,54,2019-12-31
Wisconsin,5790716.0,39.5,38.4,40.6,4946961.0,371200.0,51392.0,161841.0,394392.0,61747.0,33375.0,639160.0,3097113.0,3093923.0,2982359.0,111564.0,180600.0,856.0,2358156.0,336371.0,780824.0,294273.0,68736.0,47496.0,2939118.0,50304.0,5718951.0,2831203.0,205056.0,2358156.0,1482213.0,875943.0,55,2019-12-31
Wyoming,581024.0,37.7,36.9,38.5,531304.0,5582.0,14164.0,5025.0,57341.0,64049.0,33366.0,62257.0,305004.0,302047.0,288503.0,13544.0,220500.0,855.0,230101.0,46745.0,68269.0,28366.0,5748.0,4472.0,284575.0,3794.0,571021.0,289339.0,22740.0,230101.0,148652.0,81449.0,56,2019-12-31
Puerto Rico,3318447.0,41.7,39.8,43.4,2188014.0,386676.0,6838.0,6237.0,3275919.0,20539.0,12914.0,1449091.0,1227292.0,1225447.0,1028513.0,196934.0,111500.0,478.0,1192654.0,368182.0,433178.0,119364.0,28049.0,26292.0,1003598.0,16870.0,3293526.0,1560796.0,90300.0,1192654.0,809328.0,383326.0,72,2019-12-31
